popularity,budget,revenue,original_title,Star,Co Star,director,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
0.685491,85000000,197309027,Open Season,Martin Lawrence,Ashton Kutcher,Roger Allers|Jill Culton|Anthony Stacchi,83,Adventure,395,6.1,2006,91941878.45,213423089.2
0.674705,51000000,72779000,Barnyard,Courteney Cox,Kevin James,Steve Oedekerk,90,Animation,124,5.3,2006,55165127.07,78722799.67
0.67078,3700000,3338228,Unknown,Jim Caviezel,Greg Kinnear,Simon Brand,98,Crime,44,6.4,2006,4002175.886,3610858.271
0.6477,70000000,154937680,Dreamgirls,Jamie Foxx,Beyonc? Knowles,Bill Condon,134,Drama,146,6.5,2006,75716841.08,167591309.9
0.646745,33000000,62022014,Snakes on a Plane,Samuel L. Jackson,Julianna Margulies,David R. Ellis,105,Horror,236,5.2,2006,35695082.22,67087299.68
0.641047,6500000,13368437,Friends with Money,Catherine Keener,Jason Isaacs,Nicole Holofcener,88,Drama,67,5,2006,7030849.529,14460226
0.638444,11000000,72778712,Jackass Number Two,Johnny Knoxville,Bam Margera,Jeff Tremaine,95,Action,180,6.4,2006,11898360.74,78722488.15
0.632875,70000000,55011732,The Guardian,Kevin Costner,Ashton Kutcher,Andrew Davis,139,Action,212,7,2006,75716841.08,59504493.85
0.631574,17000000,374743,Southland Tales,Dwayne Johnson,Seann William Scott,Richard Kelly,144,Action,79,4.9,2006,18388375.69,405347.9454
0.62873,85000000,158468292,The Fast and the Furious: Tokyo Drift,Lucas Black,Sung Kang,Justin Lin,104,Action,1074,6.1,2006,91941878.45,171410264
0.620633,30000000,35078241,Miss Potter,Ewan McGregor,Ren?e Zellweger,Chris Noonan,92,Drama,81,6.2,2006,32450074.75,37943051.42
0.614854,38000000,29907685,Pulse,Kristen Bell,Ian Somerhalder,Jim Sonzero,90,Horror,71,5.1,2006,41103428.02,32350220.46
0.609408,15000000,10903846,Black Snake Moan,Samuel L. Jackson,Christina Ricci,Craig Brewer,116,Drama,110,6.3,2006,16225037.37,11794353.92
0.606808,50000000,9448082,Goya's Ghosts,Javier Bardem,Natalie Portman,Milo? Forman,114,Drama,46,6.7,2006,54083457.91,10219698.9
0.589842,25000000,11772461,The Hoax,Richard Gere,Alfred Molina,Lasse Hallstr?m,116,Comedy,22,6.5,2006,27041728.96,12733907.98
0.582876,20000000,22165608,The Marine,John Cena,Kelly Carlson,John Bonito,92,Action,94,5,2006,21633383.17,23975854.55
0.569423,12000000,6754898,Running with Scissors,Annette Bening,Brian Cox,Ryan Murphy,116,Drama,35,5.6,2006,12980029.9,7306564.834
0.56593,50000000,61112916,The Shaggy Dog,Tim Allen,Kristin Davis,Brian Robbins,98,Comedy,73,4.6,2006,54083457.91,66103956.41
0.564216,40000000,23937870,Stormbreaker,Alex Pettyfer,Sarah Bolger,Geoffrey Sax,93,Adventure,120,5,2006,43266766.33,25892855.69
0.552267,6000000,57231524,Madea's Family Reunion,Tyler Perry,Blair Underwood,Tyler Perry,110,Drama,63,6,2006,6490014.95,61905574.39
0.536631,85000000,144,Charlotte's Web,Julia Roberts,Steve Buscemi,Gary Winick,97,Comedy,161,6,2006,91941878.45,155.7604
0.530814,30000000,34742066,Take the Lead,Antonio Banderas,Rob Brown,Liz Friedlander,108,Music,79,6.4,2006,32450074.75,37579421.29
0.529881,35000000,12506188,Zoom,Tim Allen,Courteney Cox,Peter Hewitt,83,Fantasy,84,5.1,2006,37858420.54,13527557.85
0.514836,12000000,23006849,Aquamarine,Emma Roberts,Joanna 'JoJo' Levesque,Elizabeth Allen Rosenbaum,104,Fantasy,216,5.9,2006,12980029.9,24885798.99
0.508401,10000000,7177143,Rescue Dawn,Christian Bale,Steve Zahn,Werner Herzog,126,Adventure,158,6.6,2006,10816691.58,7763294.228
0.501431,6500000,22889018,The Wind That Shakes the Barley,Cillian Murphy,P?draic Delaney,Ken Loach,124,Drama,71,6.5,2006,7030849.529,24758344.83
0.496703,55000000,65664721,16 Blocks,Bruce Willis,Mos Def,Richard Donner,105,Action,404,6.1,2006,59491803.71,71027503.49
0.489898,4000000,31584901,Scoop,Scarlett Johansson,Hugh Jackman,Woody Allen,96,Comedy,208,6.2,2006,4326676.633,34164413.28
0.4819,45000000,38399961,Last Holiday,Queen Latifah,LL Cool J,Wayne Wang,112,Adventure,72,6.4,2006,48675112.12,41536053.49
0.467297,15000000,49469904,Notes on a Scandal,Judi Dench,Cate Blanchett,Richard Eyre,92,Drama,119,6.3,2006,16225037.37,53510069.42
0.463155,15000000,76286096,United 93,J.J. Johnson,Polly Adams,Paul Greengrass,111,Drama,180,6.6,2006,16225037.37,82516317.25
0.461865,994000,165000,Kidulthood,Aml Ameen,Red Madrell,Menhaj Huda,89,Drama,25,6.5,2006,1075179.143,178475.4111
0.458112,21000000,480314,DOA: Dead or Alive,Jaime Pressly,Devon Aoki,Corey Yuen Kwai,87,Adventure,116,4.9,2006,22715052.32,519540.8401
0.451217,15000000,123384128,The Queen,Helen Mirren,Michael Sheen,Stephen Frears,103,Drama,159,6.6,2006,16225037.37,133460805.9
0.441629,60000000,77920346,The Sentinel,Michael Douglas,Kiefer Sutherland,Clark Johnson,108,Action,112,5.6,2006,64900149.5,84284035.07
0.437529,32000000,5914908,The Good German,George Clooney,Cate Blanchett,Steven Soderbergh,108,War,46,5.8,2006,34613413.07,6397973.558
0.435451,60000000,17800000,Flyboys,James Franco,Scott Hazell,Tony Bill,140,Action,179,6.1,2006,64900149.5,19253711.02
0.433874,15000000,9500000,Running Scared,Paul Walker,Cameron Bright,Wayne Kramer,122,Action,174,6.8,2006,16225037.37,10275857
0.405681,25000000,16158487,Catch and Release,Jennifer Garner,Timothy Olyphant,Susannah Grant,111,Comedy,58,6,2006,27041728.96,17478137.03
0.405342,20000000,39143839,The Grudge 2,Sarah Michelle Gellar,Amber Tamblyn,Takashi Shimizu,102,Horror,151,5.3,2006,21633383.17,42340683.38
0.384988,8000000,143451,10th & Wolf,James Marsden,Brian Dennehy,Robert Moresco,107,Action,12,6,2006,8653353.266,155166.5224
0.3804,45000000,82800000,Firewall,Harrison Ford,Paul Bettany,Richard Loncraine,105,Thriller,145,5.4,2006,48675112.12,89562206.31
0.463068,18000000,1196307,Seraphim Falls,Liam Neeson,Pierce Brosnan,David Von Ancken,115,Western,65,5.8,2006,19470044.85,1294008.386
0.367893,2000000,622806,Sherrybaby,Maggie Gyllenhaal,Michelle Hurst,Laurie Collyer,96,Drama,14,6.5,2006,2163338.317,673670.0418
0.500077,24000000,23321954,Alatriste,Viggo Mortensen,Elena Anaya,Agust?n D?az Yanes,145,Action,31,5.7,2006,25960059.8,25226638.35
0.877191,22000000,13405595,Tenacious D in The Pick of Destiny,Jack Black,Kyle Gass,Liam Lynch,93,Comedy,206,6.2,2006,23796721.48,14500418.66
0.360145,20000000,41237648,Man of the Year,Robin Williams,Christopher Walken,Barry Levinson,115,Comedy,64,5.4,2006,21633383.17,44605492
0.357462,20000000,37597471,The Covenant,Steven Strait,Laura Ramsey,Renny Harlin,97,Action,164,5.2,2006,21633383.17,40668024.81
0.337268,15000000,66966987,When a Stranger Calls,Camilla Belle,Katie Cassidy,Simon West,87,Horror,123,5.4,2006,16225037.37,72436124.46
0.330582,13000000,1151330,Infamous,Sigourney Weaver,Toby Jones,Douglas McGrath,110,Drama,24,5.5,2006,14061699.06,1245358.152
0.325485,500000,745327,Another Gay Movie,Michael Carbonaro,Jonah Blechman,Todd Stephens,92,Comedy,28,5.1,2006,540834.5791,806197.2287
0.320908,11000000,46396427,Dhoom 2,Hrithik Roshan,Abhishek Bachchan,Sanjay Gadhvi,147,Drama,43,6.5,2006,11898360.74,50185584.14
0.312729,9000000,21510851,Black Christmas,Katie Cassidy,Michelle Trachtenberg,Glen Morgan,84,Horror,44,5.3,2006,9735022.425,23267624.1
0.312609,13000000,11130889,The Astronaut Farmer,Billy Bob Thornton,Virginia Madsen,Michael Polish,104,Adventure,49,6.2,2006,14061699.06,12039939.34
0.307279,8000000,426224,Fido,Billy Connolly,Carrie-Anne Moss,Andrew Currie,91,Romance,61,6.7,2006,8653353.266,461033.3553
0.303574,20000000,21170563,ATL,T.I.,Evan Ross,Christian Robinson,105,Drama,14,5.3,2006,21633383.17,22899545.06
0.300525,4000000,8059140,Bug,Ashley Judd,Michael Shannon,William Friedkin,102,Horror,61,5.6,2006,4326676.633,8717323.18
0.298124,75000000,42285169,Lady in the Water,Paul Giamatti,Jeffrey Wright,M. Night Shyamalan,110,Drama,187,5.2,2006,81125186.87,45738563.16
0.282881,30000000,41480851,Gridiron Gang,Dwayne Johnson,Xzibit,Phil Joanou,125,Action,123,6.5,2006,32450074.75,44868557.19
0.206454,100000,10178331,Facing the Giants,James Blackwell,Alex Kendrick,Alex Kendrick,111,Drama,41,6.8,2006,108166.9158,11009586.73
0.326984,4000000,13401952,The History Boys,Samuel Anderson,James Corden,Nicholas Hytner,109,Comedy,27,5.6,2006,4326676.633,14496478.14
0.254596,12000000,20138836,The Namesake,Kal Penn,Tabu,Mira Nair,122,Drama,23,7,2006,12980029.9,21783557.79
0.251388,1000000,46243000,An Inconvenient Truth,Al Gore,Billy West,Davis Guggenheim,100,Documentary,130,6.5,2006,1081669.158,50019626.89
0.249949,4000000,4630045,Let's Go to Prison,Dax Shepard,Will Arnett,Bob Odenkirk,84,Comedy,36,5.4,2006,4326676.633,5008176.878
0.225633,2380000,8176544,This Is England,Thomas Turgoose,Stephen Graham,Shane Meadows,101,Drama,187,7.1,2006,2574372.597,8844315.466
0.533966,20000000,17807569,School for Scoundrels,Billy Bob Thornton,Jon Heder,Todd Phillips,100,Comedy,53,5.5,2006,21633383.17,19261898.17
0.209369,26000000,17496992,Annapolis,James Franco,Donnie Wahlberg,Justin Lin,108,Drama,56,5.8,2006,28123398.12,18925956.61
0.20754,14500000,22963701,Indig?nes,Jamel Debbouze,Samy Naceri,Rachid Bouchareb,128,Drama,52,6.7,2006,15684202.8,24839127.13
0.200545,15000000,21000000,Flicka,Tim McGraw,Maria Bello,Michael Mayer,95,Drama,37,6.1,2006,16225037.37,22715052.32
0.189838,9000000,27105095,Stay Alive,Jon Foster,Samaire Armstrong,William Brent Bell,100,Horror,83,5.3,2006,9735022.425,29318745.29
0.188603,15000000,11992014,The Return,Adam Scott,Kate Beahan,Asif Kapadia,85,Drama,20,5.2,2006,16225037.37,12971391.69
0.187319,2000000,300000,Ten Canoes,Crusoe Kurddal,Jamie Gulpilil,Rolf de Heer|Peter Djigirr,90,Adventure,12,5.9,2006,2163338.317,324500.7475
0.157586,210000000,234360014,X-Men: The Last Stand,Hugh Jackman,Halle Berry,Brett Ratner,104,Adventure,2381,6.2,2006,227150523.2,253499999.1
0.145707,1000000,1678874,Who Killed the Electric Car?,Martin Sheen,Mel Gibson,Chris Paine,92,Documentary,25,6.6,2006,1081669.158,1815986.226
0.133041,8000000,18948425,Akeelah and the Bee,Keke Palmer,Laurence Fishburne,Doug Atchison,112,Drama,46,6.6,2006,8653353.266,20495926.92
0.096955,5000000,3833507,Trailer Park Boys: The Movie,John Paul Tremblay,Robb Wells,Mike Clattenburg,95,Action,17,6.3,2006,5408345.791,4146586.29
0.08424,8000000,382267,First Snow,Guy Pearce,Piper Perabo,Mark Fergus,101,Drama,15,6.6,2006,8653353.266,413486.4241
0.078983,12000000,5542025,For Your Consideration,Catherine O'Hara,Harry Shearer,Christopher Guest,86,Comedy,18,5.4,2006,12980029.9,5994637.517
0.139931,79000,245000,The Foot Fist Way,Danny McBride,Ben Best,Jody Hill,85,Comedy,19,5.3,2006,85451.8635,265008.9438
0.040915,1000000,7202,Special,Michael Rapaport,Josh Peck,Hal Haberman|Jeremy Passmore,81,Drama,13,6.5,2006,1081669.158,7790.1813
5.827781,130000000,789804554,Harry Potter and the Prisoner of Azkaban,Daniel Radcliffe,Rupert Grint,Alfonso Cuar?n,141,Adventure,3550,7.4,2004,150077902,911786234.1
4.535598,30000000,152159461,Kill Bill: Vol. 2,Uma Thurman,David Carradine,Quentin Tarantino,136,Action,2346,7.5,2004,34633361.99,175659789.8
3.990488,50000000,40203020,Bridget Jones: The Edge of Reason,Ren?e Zellweger,Hugh Grant,Beeban Kidron,108,Comedy,431,6,2004,57722269.99,46412191.5
3.863377,20000000,72258126,Eternal Sunshine of the Spotless Mind,Jim Carrey,Kate Winslet,Michel Gondry,108,Science Fiction,2012,7.8,2004,23088908,83418061.16
3.425628,29000000,115603229,The Notebook,Rachel McAdams,Ryan Gosling,Nick Cassavetes,123,Romance,1929,7.5,2004,33478916.59,133457615.9
3.339406,92000000,631442092,The Incredibles,Craig T. Nelson,Holly Hunter,Brad Bird,115,Action,3064,7.2,2004,106208976.8,728965418.4
3.196643,75000000,288500217,The Bourne Supremacy,Matt Damon,Franka Potente,Paul Greengrass,108,Action,1966,7.1,2004,86583404.99,333057748.4
3.177517,175000000,497409852,Troy,Brad Pitt,Orlando Bloom,Wolfgang Petersen,163,War,1598,6.8,2004,202027945,574232515.5
2.906282,100000000,347451894,National Treasure,Nicolas Cage,Diane Kruger,Jon Turteltaub,131,Adventure,1179,6.4,2004,115444540,401114240.7
2.791375,120000000,347234916,"I, Robot",Will Smith,Bridget Moynahan,Alex Proyas,115,Action,2339,6.6,2004,138533448,400863751.4
2.668692,75000000,196482882,50 First Dates,Adam Sandler,Drew Barrymore,Peter Segal,99,Comedy,1235,6.5,2004,86583404.99,226828759.3
2.629934,17000000,129042871,Mean Girls,Lindsay Lohan,Rachel McAdams,Mark Waters,97,Comedy,1357,6.8,2004,19625571.8,148972948.8
2.499507,160000000,300257475,Van Helsing,Hugh Jackman,Kate Beckinsale,Stephen Sommers,132,Horror,918,5.9,2004,184711264,346630860.8
2.361367,66000000,99318987,Hellboy,Ron Perlman,Selma Blair,Guillermo del Toro,122,Fantasy,1314,6.4,2004,76193396.39,114658347.7
2.241935,165000000,305875730,The Polar Express,Tom Hanks,Michael Jeter,Robert Zemeckis,100,Animation,867,6.4,2004,190483491,353116829.4
2.191033,150000000,919838758,Shrek 2,Mike Myers,Eddie Murphy,Andrew Adamson|Kelly Asbury|Conrad Vernon,93,Adventure,1676,6.5,2004,173166810,1061903623
2.186534,13000000,96060858,The Butterfly Effect,Ashton Kutcher,Amy Smart,Eric Bress|J. Mackye Gruber,113,Science Fiction,1126,7.1,2004,15007790.2,110897015.6
2.17643,45000000,129394835,Resident Evil: Apocalypse,Milla Jovovich,Sienna Guillory,Alexander Witt,94,Horror,756,6.1,2004,51950042.99,149379272
2.175284,110000000,362744280,Ocean's Twelve,George Clooney,Brad Pitt,Steven Soderbergh,125,Thriller,1376,6.4,2004,126988994,418768465.4
2.041955,80000000,516642939,Meet the Fockers,Ben Stiller,Teri Polo,Jay Roach,115,Comedy,782,6.1,2004,92355631.98,596436064.3
2.022895,125000000,544272402,The Day After Tomorrow,Dennis Quaid,Jake Gyllenhaal,Roland Emmerich,124,Action,1422,6.1,2004,144305675,628332770.7
1.911206,116000000,102000000,The Aviator,Leonardo DiCaprio,Cate Blanchett,Martin Scorsese,170,Drama,834,6.7,2004,133915666.4,117753430.8
1.83193,65000000,217764291,Collateral,Tom Cruise,Jamie Foxx,Michael Mann,120,Drama,810,6.7,2004,75038950.99,251396984
1.823597,4000000,30039392,Shaun of the Dead,Simon Pegg,Nick Frost,Edgar Wright,99,Horror,1413,7.4,2004,4617781.599,34678837.91
1.792138,65000000,128905366,Blade: Trinity,Wesley Snipes,Kris Kristofferson,David S. Goyer,123,Science Fiction,800,5.7,2004,75038950.99,148814206.8
1.682492,60000000,219417255,The Terminal,Tom Hanks,Catherine Zeta-Jones,Steven Spielberg,128,Comedy,1131,7,2004,69266723.99,253305240.7
1.665648,140000000,209073645,Lemony Snicket's A Series of Unfortunate Events,Jim Carrey,Meryl Streep,Brad Silberling,108,Adventure,747,6.5,2004,161622356,241364107.7
1.648554,30000000,216763646,Million Dollar Baby,Clint Eastwood,Hilary Swank,Clint Eastwood,132,Drama,1355,7.6,2004,34633361.99,250241794
1.648211,50000000,200804534,Garfield,Bill Murray,Breckin Meyer,Peter Hewitt,80,Animation,435,5.2,2004,57722269.99,231817870.5
1.615629,75000000,367275019,Shark Tale,Will Smith,Robert De Niro,Bibo Bergeron|Vicky Jenson|Rob Letterman,90,Animation,852,5.8,2004,86583404.99,423998956.2
1.590381,70000000,57958696,Sky Captain and the World of Tomorrow,Jude Law,Gwyneth Paltrow,Kerry Conran,107,Mystery,249,5.7,2004,80811177.99,66910149.98
1.556897,30000000,140161792,The SpongeBob SquarePants Movie,Tom Kenny,Clancy Brown,Stephen Hillenburg,87,Animation,348,6.6,2004,34633361.99,161809136
1.539729,6500000,98410061,Crash,Sandra Bullock,Don Cheadle,Paul Haggis,112,Drama,675,7.1,2004,7503895.099,113609042.2
1.527154,26000000,90574188,Anchorman: The Legend of Ron Burgundy,Will Ferrell,Christina Applegate,Adam McKay,94,Comedy,1002,6.7,2004,30015580.4,104562954.7
1.497252,37000000,96455697,13 Going On 30,Jennifer Garner,Mark Ruffalo,Gary Winick,98,Comedy,662,6.1,2004,42714479.79,111352835.7
1.473411,31000000,27388767,Ella Enchanted,Anne Hathaway,Hugh Dancy,Tommy O'Haver,96,Fantasy,238,5.7,2004,35787807.39,31618836.07
1.441361,25000000,30411183,The Girl Next Door,Emile Hirsch,Elisha Cuthbert,Luke Greenfield,108,Comedy,484,6.2,2004,28861135,35108050.32
1.428313,25000000,116766556,Finding Neverland,Johnny Depp,Kate Winslet,Marc Forster,106,Drama,695,7.1,2004,28861135,134800613.4
1.408588,19000000,70067909,A Cinderella Story,Hilary Duff,Jennifer Coolidge,Mark Rosman,95,Comedy,379,5.9,2004,21934462.6,80889575.22
1.348704,70000000,171183863,AVP: Alien vs. Predator,Sanaa Lathan,Raoul Bova,Paul W.S. Anderson,101,Adventure,696,5.5,2004,80811177.99,197622423.2
1.338131,20000000,167722310,DodgeBall: A True Underdog Story,Vince Vaughn,Christine Taylor,Rawson Marshall Thurber,92,Comedy,551,6.2,2004,23088908,193626249.2
1.327137,12000000,9584131,Banlieue 13,David Belle,Cyril Raffaelli,Pierre Morel,84,Action,351,6.5,2004,13853344.8,11064355.94
1.319068,155000000,167298192,Alexander,Colin Farrell,Angelina Jolie,Oliver Stone,175,War,519,5.6,2004,178939037,193136628.2
1.318761,9000000,23936908,Harold & Kumar Go to White Castle,John Cho,Kal Penn,Danny Leiner,88,Comedy,414,6.4,2004,10390008.6,27633853.33
1.309753,1200000,103911669,Saw,Cary Elwes,Danny Glover,James Wan,103,Horror,1135,7.1,2004,1385334.48,119960348.3
1.304553,200000000,783766341,Spider-Man 2,Tobey Maguire,Kirsten Dunst,Sam Raimi,127,Action,2735,6.4,2004,230889080,904815446.9
1.279087,25000000,20796847,EuroTrip,Scott Mechlowicz,Jacob Pitts,Jeff Schaffer,93,Comedy,376,6.4,2004,28861135,24008824.35
1.277711,70000000,130293714,Man on Fire,Denzel Washington,Dakota Fanning,Tony Scott,146,Action,1002,7.3,2004,80811177.99,150416978.8
1.23067,42000000,171963386,Along Came Polly,Ben Stiller,Jennifer Aniston,John Hamburg,90,Comedy,440,5.7,2004,48486706.79,198522339.9
1.208837,27000000,115505027,Closer,Natalie Portman,Jude Law,Mike Nichols,104,Drama,427,6.6,2004,31170025.79,133344247.1
1.131654,33000000,54700105,The Punisher,Thomas Jane,John Travolta,Jonathan Hensleigh,124,Action,402,6,2004,38096698.19,63148284.59
1.129322,100000000,82102379,Catwoman,Halle Berry,Benjamin Bratt,Pitof,104,Action,415,4.3,2004,115444540,94782713.75
1.1173,1000000,332323,9 Songs,Kieran O'Brien,Margo Stilley,Michael Winterbottom,66,Drama,53,5.2,2004,1154445.4,383648.7586
1.107167,28000000,102356381,Dawn of the Dead,Sarah Polley,Ving Rhames,Zack Snyder,101,Fantasy,546,6.7,2004,32324471.19,118164853.2
1.06218,120000000,203567857,King Arthur,Clive Owen,Ioan Gruffudd,Antoine Fuqua,126,Adventure,449,6.1,2004,138533448,235007976.1
1.052176,105000000,115772733,The Chronicles of Riddick,Vin Diesel,Christina Cox,David Twohy,119,Adventure,1118,6.2,2004,121216767,133653299
1.042281,80000000,55041367,Spanglish,Adam Sandler,T?a Leoni,James L. Brooks,130,Comedy,215,5.6,2004,92355631.98,63542252.93
1.03943,40000000,92913171,Secret Window,Johnny Depp,John Turturro,David Koepp,96,Thriller,513,6.3,2004,46177815.99,107263182.8
1.035728,6500000,11850214,Layer Cake,Daniel Craig,Colm Meaney,Matthew Vaughn,105,Drama,308,7,2004,7503895.099,13680425.04
0.986444,60000000,61347797,After the Sunset,Pierce Brosnan,Salma Hayek,Brett Ratner,97,Action,139,6,2004,69266723.99,70822682.04
0.976399,57000000,28283637,Thunderbirds,Brady Corbet,Soren Fulton,Jonathan Frakes,95,Action,50,4.4,2004,65803387.79,32651914.62
0.961847,40000000,95149435,The Princess Diaries 2: Royal Engagement,Anne Hathaway,Julie Andrews,Garry Marshall,113,Comedy,386,5.9,2004,46177815.99,109844827.5
0.94856,145000000,25819961,The Alamo,Dennis Quaid,Billy Bob Thornton,John Lee Hancock,137,Western,60,5.9,2004,167394583,29807735.2
0.939705,2700000,15992615,Before Sunset,Ethan Hawke,Julie Delpy,Richard Linklater,80,Drama,418,7.5,2004,3117002.579,18462600.82
0.935831,10000000,183474602,The Grudge,Sarah Michelle Gellar,Jason Behr,Takashi Shimizu,92,Horror,462,5.8,2004,11544454,211811410.3
0.935483,25000000,56422687,Cellular,Chris Evans,Kim Basinger,David R. Ellis,94,Action,322,6,2004,28861135,65136911.45
0.927088,80000000,96105964,The Manchurian Candidate,Denzel Washington,Meryl Streep,Jonathan Demme,129,Drama,181,6.1,2004,92355631.98,110949088
0.925121,5000000,8203235,The Machinist,Christian Bale,Jennifer Jason Leigh,Brad Anderson,101,Thriller,621,7.2,2004,5772226.999,9470186.909
0.924363,12000000,24829644,Seed of Chucky,Brad Dourif,Jennifer Tilly,Don Mancini,87,Comedy,140,4.9,2004,13853344.8,28664468.29
0.922087,25000000,36609966,Taxi,Queen Latifah,Jimmy Fallon,Tim Story,97,Thriller,135,5,2004,28861135,42264206.84
0.898601,60000000,13395939,Alfie,Jude Law,Marisa Tomei,Charles Shyer,103,Comedy,140,5.4,2004,69266723.99,15464880.15
0.87766,50000000,170128460,Shall We Dance?,Richard Gere,Jennifer Lopez,Peter Chelsom,107,Drama,172,5.8,2004,57722269.99,196404018
0.874938,35000000,36098382,Jersey Girl,Ben Affleck,Raquel Castro,Kevin Smith,102,Comedy,176,5.7,2004,40405588.99,41673611.04
0.8676,90000000,102000000,The Stepford Wives,Nicole Kidman,Matthew Broderick,Frank Oz,93,Action,183,5.4,2004,103900086,117753430.8
0.856329,7000,424760,Primer,Shane Carruth,David Sullivan,Shane Carruth,79,Science Fiction,341,6.9,2004,8081.1178,490362.228
0.837906,110000000,103951461,Home on the Range,Randy Quaid,Steve Buscemi,Will Finn|John Sanford,76,Western,210,5.8,2004,126988994,120006286
0.815044,100000000,108103450,Hidalgo,Viggo Mortensen,Zuleikha Robinson,Joe Johnston,136,Western,177,6.3,2004,115444540,124799530.6
0.80542,6000000,119114517,Fahrenheit 9/11,Michael Moore,George W. Bush,Michael Moore,122,Documentary,198,6.6,2004,6926672.399,137511206.2
0.804481,17000000,16980098,Win a Date with Tad Hamilton!,Josh Duhamel,Kate Bosworth,Robert Luketic,95,Comedy,78,5.3,2004,19625571.8,19602596.02
0.802577,37000000,113086475,White Chicks,Shawn Wayans,Marlon Wayans,Keenen Ivory Wayans,109,Comedy,370,6.4,2004,42714479.79,130552160.8
0.787185,17500000,38000000,Hotel Rwanda,Don Cheadle,Sophie Okonedo,Terry George,121,Drama,456,7.2,2004,20202794.5,43868925.19
0.779837,56000000,57223890,Walking Tall,Dwayne Johnson,Johnny Knoxville,Kevin Bray,86,Adventure,236,6,2004,64648942.39,66061856.57
0.76787,50000000,25195000,Twisted,Ashley Judd,Samuel L. Jackson,Philip Kaufman,97,Action,67,5.7,2004,57722269.99,29086251.85
0.762134,130000,54667954,Open Water,Blanchard Ryan,Daniel Travis,Chris Kentis,79,Drama,171,5.3,2004,150077.902,63111168.01
0.73712,32000000,50907422,Team America: World Police,Trey Parker,Matt Stone,Trey Parker,98,Music,391,6.5,2004,36942252.79,58769839.14
0.702632,16000000,109502303,Sideways,Paul Giamatti,Thomas Haden Church,Alexander Payne,126,Comedy,238,6.6,2004,18471126.4,126414430
0.696312,19000000,69631118,Without a Paddle,Seth Green,Matthew Lillard,Steven Brill,95,Action,109,5.2,2004,21934462.6,80385323.86
0.679997,60000000,170268750,Starsky & Hutch,Ben Stiller,Owen Wilson,Todd Phillips,101,Comedy,368,5.5,2004,69266723.99,196565975.2
0.678708,15000000,29331068,Confessions of a Teenage Drama Queen,Lindsay Lohan,Adam Garcia,Sara Sugarman,89,Music,134,5.1,2004,17316681,33861116.52
0.677316,60000000,256697520,The Village,Bryce Dallas Howard,Joaquin Phoenix,M. Night Shyamalan,108,Drama,514,6,2004,69266723.99,296343271.1
0.674089,40000000,26155781,The Whole Ten Yards,Bruce Willis,Matthew Perry,Howard Deutch,98,Comedy,161,5.5,2004,46177815.99,30195421.05
0.672946,30000000,611899420,The Passion of the Christ,Jim Caviezel,Maia Morgenstern,Mel Gibson,127,Drama,457,6.8,2004,34633361.99,706404470.6
0.652366,20000000,70992898,Anacondas: The Hunt for the Blood Orchid,Johnny Messner,KaDee Strickland,Dwight H. Little,97,Adventure,109,5,2004,23088908,81957424.52
0.648721,40000000,124731534,Ray,Jamie Foxx,Kerry Washington,Taylor Hackford,152,Drama,246,7,2004,46177815.99,143995745.6
0.640232,25000000,27685016,Dirty Dancing: Havana Nights,Diego Luna,Romola Garai,Guy Ferland,86,Drama,76,5.8,2004,28861135,31960839.36
0.614248,31000000,41512007,Wimbledon,Kirsten Dunst,Paul Bettany,Richard Loncraine,98,Comedy,168,5.7,2004,35787807.39,47923345.52
0.61184,45000000,65470529,Taking Lives,Angelina Jolie,Ethan Hawke,D.J. Caruso,103,Action,181,6,2004,51950042.99,75582151.03
0.589983,70000000,154648887,The Phantom of the Opera,Gerard Butler,Emmy Rossum,Joel Schumacher,143,Thriller,280,6.8,2004,80811177.99,178533696.2
0.586936,2500000,26781723,Garden State,Zach Braff,Natalie Portman,Zach Braff,102,Comedy,342,7.1,2004,2886113.5,30918036.92
0.577759,400000,46118097,Napoleon Dynamite,Jon Heder,Aaron Ruell,Jared Hess,95,Comedy,290,6.6,2004,461778.1599,53240824.93
0.572019,80000000,78000586,Exorcist: The Beginning,Stellan Skarsg?rd,Izabella Scorupco,Renny Harlin,114,Horror,79,4.6,2004,92355631.98,90047417.69
0.545686,30000000,13001257,Wicker Park,Josh Hartnett,Rose Byrne,Paul McGuigan,114,Drama,83,6.6,2004,34633361.99,15009241.34
0.530799,50000000,34808403,The Life Aquatic with Steve Zissou,Bill Murray,Anjelica Huston,Wes Anderson,119,Adventure,433,7,2004,57722269.99,40184400.72
0.521121,110000000,72178895,Around the World in 80 Days,Jackie Chan,Steve Coogan,Frank Coraci,120,Action,380,5.6,2004,126988994,83326593.3
0.520891,18000000,65070412,Barbershop 2:  Back in Business,Ice Cube,Cedric the Entertainer,Kevin Rodney Sullivan,106,Comedy,35,5.7,2004,20780017.2,75120237.8
0.49851,42000000,117575636,The Forgotten,Julianne Moore,Anthony Edwards,Joseph Ruben,91,Crime,180,5.4,2004,48486706.79,135734652.1
0.494197,45000000,14793624,Surviving Christmas,Ben Affleck,James Gandolfini,Mike Mitchell,91,Comedy,48,5,2004,51950042.99,17078431.17
0.439848,45000000,21009180,Flight of the Phoenix,Dennis Quaid,Tyrese Gibson,John Moore,113,Action,149,5.4,2004,51950042.99,24253951.2
